Engine_ID,RUL,Health_State,Flight_cycle_number,Cycle_Percentage,Cycle_Log,Cycle_Squared,Engine_Max_Cycle,HPC_outlet_temperature_R_cummax,LPC_outlet_temperature_R_cummax,Fan_stall_margin_cumsum,HPT_outlet_temperature_R_cumsum,LPC_stall_margin,LPC_outlet_temperature_R_cumsum,HPC_outlet_temperature_R_cumsum,HPT_outlet_temperature_R_rolling_max_10,Fan_stall_margin_rolling_max_5,HPT_outlet_temperature_R_rolling_max_5,Temp_Ratio_HPC_LPC,Fan_stall_margin_rolling_max_10,HPC_outlet_temperature_R_rolling_max_10,LPC_outlet_temperature_R_rolling_max_10,Press_Ratio_Fan,Fan_stall_margin_trend_2nd
10,88,1,134,-0.11127179300130845,0.14519280277283564,0.1835201835201835,0.9494949494949495,0.01954887218045051,0.03328509406657297,0.5134550738794752,0.5115651297761681,0.3623156981786618,0.5507313496579628,0.5501583036306603,0.21978021978024997,-0.21052631578922174,0.4224137931034263,-0.359899972523516,-0.6000000000024254,0.05693950177934921,0.2087227414330067,-0.7421557515273831,2.0000568694504897
102,46,1,118,0.5895634742995117,0.030960820942546503,0.034336034336034334,-0.9494949494949495,-1.6112781954887236,-1.6302460202604812,-0.30068104126706174,-0.31325404572900545,0.4373373807458858,-0.3426276251441098,-0.3425526028135182,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.1964686166950461,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.46648052414784413,-1.1125181034417408
56,29,1,318,1.1773602395979157,0.9238606196227563,2.1393606393606395,0.696969696969697,-0.16541353383459045,-0.13024602026048934,0.8935765806587674,0.9135289401150846,-0.8945504481064003,1.0566628731117602,1.0565915829210242,0.45054945054949996,0.6842105263161674,0.6034482758620656,0.01577089931407458,0.5333333333341418,-0.2704626334519593,-0.20872274143304212,0.3519199402869552,-0.8230450178570068
167,155,2,77,-0.20766244334451595,-0.35154233290577275,-0.2614792614792615,-0.32323232323232326,-0.1293233082706792,-0.21852387843704746,-0.10560155969241868,-0.10957481350811901,-0.38804567794160877,-0.18275816951512444,-0.18275030156815442,-0.3846153846152501,0.05263157894850214,-0.05172413793098379,0.7161657069957063,-0.2666666666670709,-0.17793594306050167,-0.33333333333334514,0.29817819920935545,0.5020586741077191
133,58,1,431,1.0543933581583074,1.1984442367736923,2.1393606393606395,2.0454545454545454,1.3112781954887305,1.3892908827785915,0.5473513285516016,0.5227297061364365,-0.41233015322348654,0.21244565794313613,0.21159813829480625,-0.6703296703295001,-2.1315789473688618,-2.1120689655172296,-0.8521478510496358,-1.2000000000048507,-0.19217081850532886,-0.13707165109035813,0.07723993033478078,0.9331442740045943
207,279,2,100,-0.3485832593086743,-0.11754646502661173,-0.11085211085211086,1.1111111111111112,1.184962406015041,1.2199710564399568,-0.08889842616622466,-0.09688126355159225,0.20215380167678226,-0.07315323410841991,-0.07303923058461778,-0.5494505494505,-2.1315789473688618,-2.1120689655172296,0.3323005838340398,1.0000000000030316,2.225978647686834,2.2102803738317593,-0.5324966134962545,-0.6449147337372327
105,194,2,109,-0.12015768517236408,-0.04025177326697454,-0.04125504125504126,0.30303030303030304,-0.09022556390977816,-0.020260492040519103,-0.2152021012071734,-0.21900105430820738,-0.5766840127204509,-0.17484947157672814,-0.17487022875162833,-1.010989010988875,-0.7368421052622761,-0.749999999999951,-1.8588471093462022,-0.9333333333347481,-0.08540925266904405,0.09345794392521842,0.22906587786470614,-0.5946269743177569
52,158,2,64,-0.49447990038549483,-0.5166373829402414,-0.3293003293003293,0.5353535353535354,0.43458646616541297,0.5137481910275086,0.3768282547716004,0.3785695377819352,0.3404885805145937,0.4194404465367971,0.41902986756153715,0.74725274725275,0.10526315789461087,0.1551724137931474,0.38698734033847243,0.3333333333323228,0.12099644128115247,0.0,-0.7778729991982972,0.3060031391936681
29,135,2,88,-0.10625631151094148,-0.23207985845932746,-0.19432419432419432,-0.31313131313131315,-0.05563909774436178,-0.03473227206946602,0.566674373282996,0.5752512047119173,0.43921653657127047,0.727575523424173,0.7276333895422137,0.681318681318625,0.36842105263233477,0.7844827586206069,0.08368105754575023,0.13333333333353545,-0.17793594306050167,-0.04361370716510429,-0.7255687944046667,-0.0003639644831335694
161,239,2,64,-0.40520838274364507,-0.5166373829402414,-0.3293003293003293,0.0,-0.06466165413534813,-0.0014471780028930464,0.21649581616550367,0.2080868892257933,0.22296906620410986,0.03553334831005771,0.03465439922697942,-0.6593406593405001,-0.47368421052455223,-0.2672413793102789,-0.2652959353001559,-0.9333333333347481,-0.024911032028488034,0.13395638629281778,-0.7202609681253982,0.20991651564668168
40,6,0,182,1.152550622894989,0.4206610082954292,0.7447367447367448,-0.7272727272727273,-0.0812030075187918,-0.13169319826338238,-0.0763881471533402,-0.06055140005363965,1.1050159005492974,0.13993033354481785,0.1401660485087179,1.241758241758125,0.47368421052694565,1.008620689655066,0.5800415192443673,0.3333333333323228,-0.0640569395017628,-0.1464174454828729,-0.6269316893815833,-0.20943122966917072
9,85,1,114,-0.24311020726139562,0.0,0.0,0.98989898989899,1.4135338345864676,1.3820549927641261,0.6942239641133436,0.709841337600788,-2.1811939867013583,0.9184556857652817,0.9181186129646532,0.010989010989124937,1.263157894737724,0.25862068965521295,-2.089252807583218,1.9666666666658583,2.225978647686834,2.2102803738317593,1.7857932712243938,-1.4355062518482589
88,136,2,77,-0.49354769820779415,-0.35154233290577275,-0.2614792614792615,1.1818181818181819,1.6676691729323414,1.604920405209853,1.2973557232145752,1.3061480153859943,0.4941457068516883,1.2900163674201932,1.2893445569437179,-0.6043956043955001,0.05263157894850214,-0.31034482758619675,0.23150083572229363,-0.2666666666670709,1.533807829181505,1.520249221183782,-0.7651563320708819,1.6454227674949407
41,68,1,227,0.8176811701454199,0.619747237305923,1.4257224257224257,0.2222222222222222,1.920300751879703,1.9623733719247642,0.5805355786147071,0.5926063105734595,0.5418473547267998,0.8245368118832902,0.8245795600196608,0.45054945054949996,1.868421052631138,0.6034482758620656,0.3875273835804887,1.9666666666658583,2.225978647686834,2.2102803738317593,-0.8726398142260795,-0.2103714712505976
14,142,2,111,0.07758601586695604,-0.023935731873839967,-0.024975024975024976,-0.23232323232323232,-0.034586466165416385,-0.08393632416786251,0.4197723938299025,0.43142166294711765,-2.1811939867013583,0.5265184300113808,0.5261261251819627,0.615384615384625,0.7894736842107782,0.5,-2.089252807583218,0.6666666666676773,-0.23487544483985087,-0.14018691588786306,1.7857932712243938,0.0007885897134530785
9,228,2,106,-0.2921917265309213,-0.06529067173195144,-0.06512006512006512,0.98989898989899,1.4135338345864676,1.3820549927641261,0.7350474072249736,0.7481563556858533,-0.44398670135878027,0.9322556674969695,0.9318277807413493,0.010989010989124937,1.263157894737724,0.25862068965521295,-2.089252807583218,1.2666666666701025,2.225978647686834,2.2102803738317593,0.2829181986564571,0.899962845292348
153,262,2,30,-0.6953031343322014,-1.187081339178562,-0.44755244755244755,0.050505050505050504,-0.24210526315789763,-0.2301013024601918,-0.18655397382035818,-0.1848028255320455,0.23077479040185442,-0.17633957336085102,-0.1761886396577581,0.21978021978024997,0.36842105263233477,0.4224137931034263,0.44496998599807436,0.4000000000006063,-0.44483985765125417,-0.3582554517133845,-0.4962264672545826,-0.5758524730628376
95,88,1,151,0.2532745195353682,0.2525921762837139,0.3627853627853628,0.16161616161616163,-0.028571428571436876,0.014471780028946918,0.48915907005148157,0.49648883629554524,0.2497108991037842,0.6711768002310694,0.6706346503119436,0.4615384615385,0.5789473684215565,0.6120689655172296,-0.5528489570840205,0.4000000000006063,0.03914590747331522,0.1682242990654073,-0.5557183534680555,-0.5345425042272953
118,293,2,51,-0.7276281484277326,-0.7186973939279814,-0.38461538461538464,2.0454545454545454,1.4105263157894778,1.3777134587554307,0.2992725344821866,0.3064782932134708,-2.1811939867013583,0.20249683390401232,0.20161363853113504,-0.32967032967025006,1.4210526315784435,-0.008620689655163966,-0.36542700557022606,1.46666666666889,2.225978647686834,2.2102803738317593,1.7857932712243938,-1.2245888338729618
31,77,1,106,-0.14008061130324714,-0.06529067173195144,-0.06512006512006512,0.29292929292929293,-0.03909774436090102,0.02315484804632165,1.0049737434458965,1.0181764409024154,0.02088753975136921,1.2374095533397684,1.2374706423008681,0.6483516483516251,0.8421052631592804,0.758620689655115,-0.06661050440709568,0.7333333333359607,-0.19217081850532886,-0.22118380062306178,-0.710087634423466,1.4343536976516709
21,151,2,38,-0.5670265169538629,-0.9791980554000712,-0.42742442742442743,-0.40404040404040403,0.6360902255639147,0.7380607814761283,0.5248309069795414,0.5309751426699073,-2.1811939867013583,0.48920861178108643,0.48861848772609745,0.24175824175825,-0.36842105262994135,-0.04310344827581983,-1.8136870788313284,-0.06666666666828355,0.24911032028471852,0.5763239875389413,1.7857932712243938,-1.4330798219607084
8,68,1,162,0.4874381373600134,0.31586027530507543,0.4901764901764902,-0.13131313131313133,-0.1293233082706792,-0.1490593342981154,0.13129204429432717,0.13814401996594,-0.4314108123735259,0.2663638405916958,0.2665343714334522,0.4945054945055,0.21052631578922174,0.24137931034478705,-2.089252807583218,0.3333333333323228,-0.17793594306050167,-0.392523364485974,0.3230586348934282,0.8986586392277889
235,79,1,120,0.4753886998230503,0.04605310027780269,0.05194805194805195,-0.7777777777777778,0.7263157894736928,0.7351664254703422,-0.13266142589073343,-0.13083884639221174,-2.1811939867013583,-0.12126110602286498,-0.12156052480719032,-0.29670329670325,-2.1315789473688618,-2.1120689655172296,-0.7941062254438349,0.4666666666658582,1.8469750889680268,1.719626168224274,1.7857932712243938,-0.7045745785973713
127,82,1,174,0.7323849882204282,0.3801842901016417,0.6393606393606394,-0.3434343434343434,-0.007518796992491486,-0.01736613603473301,-0.020909552668524584,-0.02740503814935599,-0.826756287944509,-0.10091514369014964,-0.10086943854350182,-1.2087912087910002,-0.36842105262994135,-0.6982758620688692,-0.9508729350516631,-0.8000000000012126,0.11032028469749162,0.09968847352022826,0.12843833798689552,1.5453325346334958
211,96,1,50,-0.37858015817450574,-0.7362807774429369,-0.38835238835238833,-0.6868686868686869,-1.6112781954887236,-1.6302460202604812,-0.39720361943058347,-0.4093199031975567,-0.43010985834056625,-0.4639973535634317,-0.46421426168465246,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.14422093492819096,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.36319907113040123,-0.3396091931362374
198,121,2,84,0.06602420039585911,-0.2737201049831065,-0.21978021978021978,-0.8080808080808081,-1.6112781954887236,-1.6302460202604812,-0.46595248125901145,-0.47057231532429833,0.13031222896790254,-0.4212504906523022,-0.42129883386660155,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-1.1760249929199504,-2.033333333334142,-1.774021352313166,-1.7897196261682409,-0.42678240676747775,0.01847119751897589
33,50,1,150,0.6011710879152041,0.24661515261421255,0.3516483516483517,-0.494949494949495,1.6120300751879795,1.4790159189580425,0.6305464280110143,0.6389568103322901,0.2958224920497301,0.8878676189230089,0.8883621416945877,0.670329670329625,0.6842105263161674,0.7758620689654429,0.2974249182932192,0.5333333333341418,1.9964412811388337,1.6199376947040103,-0.7275592292593919,0.5497986821452675
229,21,1,155,0.3991347890716231,0.2761133895885257,0.4080734080734081,-0.08080808080808081,-0.06015037593984641,-0.05065123010128953,-0.18197946416670233,-0.18592165475120517,0.1673171436831443,-0.2015537940074999,-0.20148473190040855,-0.406593406593375,-0.26315789473533047,-0.06896551724140973,-0.2581101872351069,-0.6666666666676773,-0.014234875444827188,0.028037383177579693,-0.4566389295883674,0.6899553385248833
99,84,1,101,0.4081016269987937,-0.10862505494863872,-0.10341510341510342,-1.0,-0.034586466165416385,0.03473227206946602,0.05383118413167264,0.0695117991492295,0.4071263370916481,0.2801717221340351,0.28006956765973673,0.42857142857149993,0.5789473684215565,0.5862068965517376,0.023378209203346705,0.4000000000006063,0.04626334519572882,0.2118380062305116,-0.7472424183783493,-1.2249831287296882
170,60,1,119,0.59361621300247,0.03853840322271604,0.0431050431050431,-0.9393939393939394,-0.08571428571429353,-0.08538350217075555,-0.37634029723239565,-0.3778064460327076,0.19868459092223206,-0.29215968479755494,-0.2919258336224126,-0.527472527472375,0.05263157894850214,-0.16379310344821335,0.09449487799059215,-0.2666666666670709,-0.07473309608542365,-0.04672897196260921,-0.6784618361761535,0.5349671294576163
245,14,0,239,1.175482037181424,0.6661941257170145,1.6326266326266325,-0.1414141414141414,-0.09624060150375767,-0.049204052098396484,-0.3138302419897519,-0.3094323092628108,-0.3137467476149194,-0.29082165436847185,-0.29098995052291027,-0.6263736263735,-2.1315789473688618,-2.1120689655172296,-0.9403994606812164,-0.8000000000012126,-0.09964412811387123,0.031152647975084612,0.22995051557791754,-0.5342998612385406
17,57,1,123,-0.014532929176796992,0.06823010581003505,0.07892107892107893,0.30303030303030304,0.8977443609022628,0.9247467438494957,0.7072234925348632,0.7259415969752551,-0.3998988146863286,1.0156934675971983,1.015355085366582,-0.7802197802196251,-0.7368421052622761,-0.36206896551718054,-0.3623238862413798,-1.0000000000030316,0.12099644128115247,0.2803738317756907,0.34108312830011395,0.9001144971603191
84,209,2,17,-0.7959405628174726,-1.6793337142257108,-0.4701594701594702,-0.0707070707070707,1.6300751879699351,1.6845151953690363,0.9112104138333009,0.918461135507029,0.2803555941023374,1.0809419536725478,1.0814412180523778,0.560439560439625,0.31578947368383264,0.6810344827585413,0.6806249686380149,0.13333333333353545,0.9039145907473356,0.7632398753893782,-0.8229895225720832,-0.36636058264647814
12,159,2,90,-0.18692478388707015,-0.21195645701458835,-0.18115218115218115,0.0,1.0751879699248124,1.0578871201157876,0.1131772665860695,0.13157543221230691,-0.725137322925707,0.25264779434817924,0.25223411959391256,0.25274725274725,0.8421052631592804,0.060344827586245764,0.04707205639072832,0.7333333333359607,2.225978647686834,2.2102803738317593,0.23326790700246083,-1.0350846596552956
151,336,2,15,-0.8459854392687041,-1.78598811377583,-0.4725274725274725,0.8181818181818182,0.9097744360902218,0.9319826338639775,-0.21143740913371054,-0.21151033923055376,0.19593813240820326,-0.12882418724526196,-0.1283967683212479,-0.12087912087900007,-0.7894736842107782,-0.31896551724136074,0.5861941393318966,0.9333333333347481,2.225978647686834,2.1433021806853327,-0.7738921294888448,1.035327302644052
84,225,2,1,-0.9338994277912746,-2.1198157098983583,-0.4808154808154808,-0.0707070707070707,1.6300751879699351,1.6845151953690363,0.9552801402711827,0.963258248313822,0.2770309337958967,1.135585931424706,1.1361814711914637,0.5494505494505,0.31578947368383264,0.6810344827585413,0.9113964214327707,0.13333333333353545,0.9039145907473356,0.7632398753893782,-0.7799740137671736,-0.534603164974484
57,11,0,129,0.5051363207985223,0.1110183395540571,0.13486513486513488,-0.6767676767676768,0.4255639097744437,0.3994211287988428,0.006929679901976648,0.018859666102020695,0.2635877421219982,0.16985777872136634,0.16987850288048673,1.27472527472525,0.47368421052694565,1.249999999999951,0.48229298809408944,1.0000000000030316,0.028469750889694834,0.006230529595009839,-0.6400906753656033,0.5009971110319148
181,23,1,232,1.1216395670885542,0.6393904326996095,1.5106375106375107,-0.15151515151515152,-0.3654135338345973,-0.5195369030390643,-0.3702144369453986,-0.3686109811971821,-0.5393899971090033,-0.4151133252524853,-0.4153691288531816,0.21978021978024997,0.6315789473676653,0.4224137931034263,-0.9777277347969554,0.4666666666658582,-0.7366548042704948,-0.9813084112149351,0.3865313908163555,-0.5009667806583211
109,171,2,49,-0.5962330998540118,-0.7542123693060506,-0.39201539201539204,0.5050505050505051,-0.22406015037594199,-0.26193921852387175,-0.1443251613210415,-0.1540587378364814,-0.9487568661462967,-0.23430937139725425,-0.23454875867106692,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-0.5992806349865739,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.1883725430569752,0.33979117537780346
3,46,1,176,0.45621410866516526,0.3904743530867526,0.6652606652606653,0.15151515151515152,0.15639097744360408,0.2908827785817656,0.8895887642793672,0.9149714206794377,0.4825816710031876,1.0918792415194296,1.0915975933236843,0.010989010989124937,0.157894736843113,0.25862068965521295,0.04613709155169428,-0.13333333333353545,0.1637010676156745,0.2803738317756907,-0.6962651701545349,-0.33948787164185995
23,110,2,86,-0.18039493263922385,-0.2526606488761493,-0.2072002072002072,-0.1414141414141414,-0.030075187969931753,-0.09696092619391637,0.549036479947395,0.5596092189016572,0.23568950563746063,0.6243111735415591,0.6237954304171439,0.5494505494505,0.2631578947377239,0.6810344827585413,-0.20024571367272842,0.0,-0.2170818505338169,-0.07165109034268398,-0.7125203881347959,0.20976486377871062
30,109,2,85,-0.294662553866162,-0.26312915620083327,-0.21352721352721352,0.2727272727272727,0.001503759398494878,0.08683068017366505,0.6422369235938129,0.6594145049512029,0.4221595836947122,0.8199381346078362,0.8197859101908551,0.43956043956049995,-0.31578947368383264,-0.09482758620690163,-0.11505856621820378,0.9333333333347481,-0.042704626334522024,0.059190031152628886,-0.7275592292593919,1.2231936366876202
51,49,1,236,0.8748483290656808,0.6548038397062325,1.5799015799015799,0.24242424242424243,0.16090225563908872,0.11722141823445194,1.122829146069231,1.1335539603171367,-0.3517635154669016,1.3082511053563182,1.3077981175439828,-0.7802197802196251,-0.1578947368407196,-0.37931034482750847,-0.38284716102061545,-0.4666666666688899,0.07829181494663044,0.15887850467289255,0.09272109031598151,-1.7230685238965449
237,122,2,90,0.033152033481395955,-0.21195645701458835,-0.18115218115218115,-0.6060606060606061,-0.1293233082706792,-0.3140376266280708,-0.13782484345195442,-0.14095922864956117,-0.6012575888985346,-0.15409271909013933,-0.15411102109771854,-0.32967032967025006,0.36842105263233477,-0.008620689655163966,1.127347742038759,0.13333333333353545,-0.17793594306050167,-0.5389408099688469,0.28512979293948465,-0.0010918934493965703
75,85,1,174,0.6565661598426576,0.3801842901016417,0.6393606393606394,-0.23232323232323232,1.2932330827067748,1.3574529667149116,0.441078273584449,0.45377662407233604,0.3449696444058976,0.6417233436936058,0.6413550287734271,0.28571428571437496,1.0526315789485021,0.47413793103450813,-0.23852828620317898,1.0000000000030316,2.225978647686834,2.2102803738317593,-0.8217731457164182,0.48428507518141395
27,73,1,90,-0.30038504723965204,-0.21195645701458835,-0.18115218115218115,0.47474747474747475,1.6496240601503858,1.6671490593343032,0.5540249414771613,0.5801596842725326,0.15401850245735532,0.7877078946264006,0.7872060693014622,0.604395604395625,0.21052631578922174,0.7241379310344591,-0.10524848452795758,-0.06666666666828355,0.17793594306050167,0.34890965732086976,-0.6849860393110889,-0.19296183680742598
2,128,2,159,0.25303454434444145,0.29903906469480546,0.45454545454545453,0.31313131313131315,1.4466165413533891,1.4211287988422714,1.0757100541168716,1.092291203902789,0.3068083261058058,1.2546568149444668,1.2537820471840189,0.81318681318675,0.7368421052622761,0.8879310344826724,0.565540693994415,0.5999999999993937,2.0462633451957695,1.97819314641743,-0.7425980703839878,-0.0008795808342368157
10,109,2,245,0.5773010210840795,0.6885536765171218,1.74007474007474,0.9494949494949495,0.01954887218045051,0.03328509406657297,0.5563440316578141,0.5539271847250518,-0.724848222029501,0.5838098318080938,0.5831866976741261,0.21978021978024997,-0.21052631578922174,0.4224137931034263,-0.4585931754331716,-0.6000000000024254,0.05693950177934921,0.2087227414330067,0.11196196057833221,-0.19387174801525647
11,225,2,76,-0.33852223537875653,-0.36322656983561996,-0.2671402671402671,0.15151515151515152,0.12481203007519455,0.08248914616498591,0.7517001578433752,0.7585564452479926,-0.5508094825094075,0.7661611610746705,0.7652940381207298,0.6483516483516251,0.5263157894730544,0.5344827586206559,0.48359399621934357,0.3333333333323228,0.42348754448401343,0.3146417445482802,0.28512979293948465,1.0937436021868208
7,149,2,275,0.51969840471915,0.7927507725287662,2.1393606393606395,1.5555555555555556,1.9052631578947372,1.9247467438495123,0.7661222190607306,0.78994504553614,0.32010696733159477,1.1636974076277609,1.1637800664235958,0.142857142857125,0.2631578947377239,0.36206896551718054,-0.019198650500274934,0.0,0.41637010676155933,0.44236760124608815,-0.8026428551682188,-0.8989922733373261
84,84,1,142,0.2818630697903559,0.19732321309883433,0.26521626521626523,-0.0707070707070707,1.6300751879699351,1.6845151953690363,0.9993526350007016,1.0080727992318863,0.3949840994507092,1.1905617012242236,1.1911774415492271,0.5494505494505,0.31578947368383264,0.10344827586206559,0.328279017621658,0.13333333333353545,0.9039145907473356,0.7632398753893782,-0.7924695214662865,9.09911207823579e-05
260,30,1,286,1.085090239193381,0.8281395524083071,2.1393606393606395,0.494949494949495,-0.0947368421052628,-0.16063675832127622,-0.4747028665706037,-0.46783104423246674,-2.1811939867013583,-0.37745196544820314,-0.3772871756766812,0.692307692307625,-2.1315789473688618,-2.1120689655172296,-0.7423247026792514,-0.200000000001819,-0.09608540925266443,-0.20872274143304212,1.7857932712243938,-1.2370546174202504
46,309,2,12,-0.8313247219095603,-1.9740088389165784,-0.4755244755244755,-0.25252525252525254,0.4270676691729386,0.38060781476121675,0.005044288744444637,0.014867733669819104,-0.5617953165654832,0.16418867710264579,0.1639456538029028,-0.49450549450537507,-0.6315789473676653,-0.13793103448272145,-0.06967928113128262,-0.3333333333353544,1.138790035587227,0.9563862928348603,0.2817018218007902,1.2359020632236637
206,142,2,121,0.10483591190124993,0.05350594727322017,0.06086506086506086,-0.08080808080808081,-0.057142857142856655,-0.049204052098396484,0.00203478662953904,0.005351407586903781,0.4033680254408788,-0.1152582374041222,-0.11579221508752548,-0.6373626373625001,-0.5263157894730544,-0.24999999999995098,-0.048682973507200154,-1.0000000000030316,-0.03914590747331522,0.031152647975084612,-0.7459154618085312,1.4340807242893219
216,111,2,118,0.16006674966704112,0.030960820942546503,0.034336034336034334,-0.2727272727272727,-0.024060150375935146,-0.07525325615050422,-0.12952974983825094,-0.13421346968541295,0.2630095403295732,-0.08565567194061317,-0.08591102927228537,-0.36263736263725005,-2.1315789473688618,-2.1120689655172296,-0.0504787792884217,-0.5333333333341418,0.07117437722421685,-0.024922118380074774,-0.5081690763829376,-1.108605485248065
7,404,2,20,-0.8361785651014981,-1.539747838334526,-0.46605246605246603,1.5555555555555556,1.9052631578947372,1.9247467438495123,0.8101930528152671,0.8346912390580211,0.13551604509974102,1.2183522476195647,1.21834110790533,0.142857142857125,0.2631578947377239,0.36206896551718054,-0.543055846529963,0.0,0.41637010676155933,0.44236760124608815,-0.8014264783125538,-0.325050613810936
119,58,1,116,0.5210502262244546,0.015612728116436268,0.01702001702001702,-0.898989898989899,-0.0947368421052628,-0.11143270622286329,0.0023134613209909944,-0.003295803030255472,-0.6074732581671136,-0.16893745078047662,-0.16904427785562243,0.15384615384624994,-0.1578947368407196,0.3706896551724425,-0.10067260745283102,-0.5333333333341418,-0.09608540925266443,-0.1028037383177686,0.1484532662483065,-0.19390207838885012
116,94,1,250,0.6804498922491857,0.7067739249967151,1.8316498316498318,0.7878787878787878,0.18796992481203073,0.20984081041968916,-0.014857698044621722,-0.02509971983930433,-2.1811939867013583,-0.10077294709842424,-0.10081074934577264,0.395604395604375,0.21052631578922174,0.5603448275861478,-0.6232839226108774,-0.06666666666828355,0.5729537366548203,0.588785046728961,1.7857932712243938,-0.7049992038276935
78,82,1,149,0.42120010990093504,0.24059841421045647,0.34058534058534057,-0.2222222222222222,0.6015037593984983,0.5528219971056538,0.8571822196134661,0.8623076271159842,0.3438132408210475,0.9414322850449177,0.9413763036076038,-0.12087912087900007,-0.26315789473533047,0.1551724137931474,-0.6596770243709073,-0.4666666666688899,0.07117437722421685,0.15887850467289255,-0.715727199845188,0.899325907446866
109,182,2,143,0.0680759441832082,0.20363345325718465,0.27576127576127574,0.5050505050505051,-0.22406015037594199,-0.26193921852387175,-0.10143804907046063,-0.11171342347441811,-0.827912691529359,-0.20122200196014048,-0.2014595793870961,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,0.197495418693632,-2.033333333334142,-1.774021352313166,-1.7897196261682409,0.11118790257927198,-0.00039429485672722893
79,81,1,137,0.5074764861174771,0.16509505003446862,0.2136012136012136,-0.5555555555555556,1.5909774436090343,1.4862518089725079,0.3369855251105506,0.3413314974489788,0.20981497542641728,0.3961962411713445,0.3964072778797269,-0.19780219780212505,0.21052631578922174,0.09482758620690163,1.4496392832727478,-0.06666666666828355,0.07829181494663044,0.19937694704049194,-0.5752909628728617,-0.20997717639387037
99,47,1,138,0.9028844874194317,0.17163309864158502,0.22377622377622378,-1.0,-0.034586466165416385,0.03473227206946602,0.09790533983617349,0.11434448570301578,0.2232581671003158,0.33470905244239935,0.33474379545137756,0.42857142857149993,0.5789473684215565,0.5862068965517376,1.2243173151377675,0.4000000000006063,0.014234875444827188,0.2118380062305116,-0.6323500953750029,0.2104321319977849
86,12,0,220,0.6474652236913984,0.5915106038770008,1.30994930994931,0.43434343434343436,0.0,-0.004341534008679139,0.7431586862739842,0.7419260672908814,0.6518502457357581,0.6646268697247162,0.6646053832666616,-0.6483516483515,-2.1315789473688618,-2.1120689655172296,0.6748767957323332,-0.9333333333347481,-0.08540925266904405,-0.031152647975084612,-0.4043347247947369,1.224103547895452
67,8,0,255,1.1059253637402089,0.7246347762013635,1.925074925074925,0.12121212121212122,-0.048120300751887383,-0.1085383502170772,0.3638715425940655,0.3764044218865038,0.25505926568371906,0.5992628489185898,0.5994100687606831,1.197802197802125,1.0,1.1896551724137052,-0.5331742492918065,0.9333333333347481,-0.09964412811387123,-0.09657320872275875,-0.5995079202720255,-1.2244371820049893
259,122,2,83,0.03303791957609391,-0.2844363933459294,-0.22595922595922596,-0.7676767676767676,-0.1278195488721843,-0.049204052098396484,-0.555620215671142,-0.5529339099070444,-0.6499710899103867,-0.4520488899531689,-0.4519209708031721,-0.8901098901097501,-2.1315789473688618,-2.1120689655172296,0.06031594288474077,-0.8666666666694962,-0.17437722419929488,0.031152647975084612,0.25781660354408004,0.9332049347517837
144,83,1,214,0.9539335127009262,0.5665865772812057,1.2136012136012135,-0.1414141414141414,-1.6112781954887236,-1.6302460202604812,0.04206576012190091,0.02259490953631018,-2.1811939867013583,-0.22144156732243322,-0.22147154779134728,-2.0494505494505,-2.1315789473688618,-2.1120689655172296,-2.089252807583218,-2.033333333334142,-1.774021352313166,-1.7897196261682409,1.7857932712243938,-1.8321062169683273
116,54,1,290,0.9401253721053976,0.840672843125844,2.1393606393606395,0.7878787878787878,0.6240601503759385,0.6382054992764258,0.029216642212654957,0.019702275638644736,0.6358051459959535,-0.04555327064504417,-0.04560517471040546,0.395604395604375,0.36842105263233477,0.5603448275861478,0.06782836414431621,0.13333333333353545,1.604982206405722,1.5109034267912673,-0.8258645951400218,2.0000568694504897
232,5,0,237,1.0622908819468424,0.658616543436845,1.5974025974025974,-0.020202020202020204,-0.13684210526315357,-0.11866859623732852,-0.09782505937870212,-0.10356843046186925,0.09403006649320855,-0.11987567672987337,-0.12008805475702151,1.098901098901,-0.05263157894610873,0.18965517241380325,-1.0394241338051309,0.4666666666658582,-0.31672597864768814,-0.11838006230529319,0.39814226080225507,-1.7377787550898174
44,160,2,45,-0.42450943054103446,-0.8297157334820389,-0.40592740592740595,-0.7272727272727273,-0.01954887218045051,-0.02604920405209129,0.7836567628418857,0.782452237885134,-0.14780283318878948,0.9038114117702241,0.9042365216589339,0.659340659340625,0.7894736842107782,0.7155172413792952,1.3501764023216263,0.6666666666676773,0.04626334519572882,0.0031152647975049197,0.251513559837447,-0.22935828512067674
249,127,2,128,0.2054731962631953,0.10402590482137575,0.12535612535612536,-0.1717171717171717,-0.06015037593984641,-0.16931982633863452,-0.3390322153941282,-0.3467345218452451,0.1279994217982024,-0.3183880436365791,-0.31812951238708875,0.582417582417625,-2.1315789473688618,-2.1120689655172296,0.2647105786896974,-0.06666666666828355,-0.014234875444827188,-0.22741433021807161,-0.4967793658253385,0.5176788165088234
